,PlaceCode,PlaceName,PlaceScore,PlaceFromPrice,PlaceProvince,PlaceCity,PlaceNeighborhood,PlaceM2,PlaceRooms,PlaceCapacity,PlaceBuildingType,PlaceRentalType,PlaceSecurityType,PlaceExtraPersonCost
1082,33178,واحد مبله تک خواب,4.47,"800,000",اصفهان,اصفهان, اصفهان,100,1,2 ,آپارتمان ,دربست,بدون سرایدار/نگهبان,"200,000"
1083,71323,سوئیت تک خواب اسپادانا,4.88,"450,000",اصفهان,اصفهان, مشتاق سوم‌,70,1,3 ,آپارتمان ,دربست,بدون سرایدار/نگهبان,"70,000"
1084,11231,اپارتمانی لوکس و لاکچری در مرکز شهر,4.66,"900,000",اصفهان,اصفهان,,90,2,2 ,آپارتمان ,دربست,بدون سرایدار/نگهبان,"150,000"
1085,70502,واحد سه خوابه مبله با دسترسی عالی - طبقه سوم,5,"1,800,000",اصفهان,اصفهان, شیخ بهایی,150,3,8 ,آپارتمان ,دربست,بدون سرایدار/نگهبان,"200,000"
1086,21018,خانه مسافر گل یاس,4.89,"1,500,000",اصفهان,اصفهان, میدان احمدآباد,350,3,6 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,"300,000"
1087,15578,آپارتمان تمیز مجاور زاینده رود,4.83,"900,000",اصفهان,اصفهان,,100,2,2 ,آپارتمان ,دربست,بدون سرایدار/نگهبان,"150,000"
1088,3177,آپارتمان نوساز و دربست در قلب شهر,4.68,"550,000",اصفهان,اصفهان, مسجدسید,60,1,2 ,آپارتمان ,دربست,بدون سرایدار/نگهبان,"100,000"
1089,32263,نزدیکترین مکان به میدان نقش جهان,4.63,"1,400,000",اصفهان,اصفهان,,45,1,4 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,"100,000"
1090,51691,امنیت و آسایش در مرکز شهر با دسترسی عالی,4.5,"550,000",اصفهان,اصفهان,,110,2,4 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,"35,000"
1091,20558,خانه مسافر گل یاس,4.79,"1,500,000",اصفهان,اصفهان, میدان احمدآباد,350,3,6 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,"300,000"
1092,24748,دو خوابه میرداماد، مرکز شهر,4.81,"799,000",اصفهان,اصفهان,,150,2,3 ,آپارتمان ,دربست,بدون سرایدار/نگهبان,"150,000"
1093,50871,واحد مبله نزدیک ۳۳ پل دنج و مستقل,4.67,"799,000",اصفهان,اصفهان,,55,1,2 ,آپارتمان ,دربست,بدون سرایدار/نگهبان,"40,000"
1094,58929,واحد تک خواب طبقه همکف,4.76,"580,000",اصفهان,اصفهان,,65,1,3 ,آپارتمان ,دربست,بدون سرایدار/نگهبان,"100,000"
1095,21230,خانه مسافر گل یاس,4.89,"1,500,000",اصفهان,اصفهان, میدان احمدآباد,350,2,4 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,"300,000"
1096,2846,ویلایی تمیز با دسترسی عالی (فول امکانات) ۲ پارکینگ,4.84,"700,000",اصفهان,اصفهان, اصفهان,140,1,2 ,ویلایی ,غیردربست,بدون سرایدار/نگهبان,"300,000"
1097,11734," سوییت بسیار زیبا مرکزشهر باویوی عالی
",4.65,"500,000",اصفهان,اصفهان,,45, بدون اتاق,2 ,آپارتمان ,دربست,بدون سرایدار/نگهبان,"100,000"
1098,7026,آپارتمان سوپرلوکس دوخواب مبله اصفهان,4.65,"1,200,000",اصفهان,اصفهان, خیابان حمزه جنوبی,95,2,4 ,آپارتمان ,دربست,بدون سرایدار/نگهبان,"350,000"
1099,78452,تک خواب ارزان و تمیزآسایش,4.92,"712,000",اصفهان,اصفهان, خیابان رودکی,60,1,4 ,آپارتمان ,دربست,بدون سرایدار/نگهبان,
1100,70593,سوئیت تمیز و مرتب در مرکز اصفهان,4.83,"550,000",اصفهان,اصفهان, مولوی,70, بدون اتاق,2 ,آپارتمان ,دربست,بدون سرایدار/نگهبان,"50,000"
1101,21241,خانه مسافر گل یاس,4.63,"1,100,000",اصفهان,اصفهان, میدان احمدآباد,350,2,4 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,"300,000"
1102,16881,تمیز و دلباز و آرام با امکانات کامل,4.72,"490,000",اصفهان,اصفهان, لاله شمالی,120,1,2 ,ویلایی ,غیردربست,بدون سرایدار/نگهبان,"85,000"
1103,54028,واحد مبله چهار باغ عباسی,4.92,"1,300,000",اصفهان,اصفهان, شیخ بهایی,70,1,2 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,"200,000"
1104,30109,اپارتمان لوکس نزدیک زاینده رود و پارک جنگلی ناژوان,4.62,"768,000",اصفهان,اصفهان, اصفهان,70,1,2 ,آپارتمان ,دربست,بدون سرایدار/نگهبان,"195,000"
1105,78212,واحد تک خواب شیک,5,"400,000",اصفهان,اصفهان, فلاورجان,50,1,2 ,آپارتمان ,دربست,بدون سرایدار/نگهبان,"100,000"
1106,21024,خانه مسافر گل یاس,4.67,"1,500,000",اصفهان,اصفهان, میدان احمدآباد,350,3,6 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,"300,000"
1107,70512,مجموعه اقامتی کیمیا (12),5,"1,200,000",اصفهان,اصفهان, گلزار شمالی,120,2,4 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,"150,000"
1108,11959,یکخواب ۵۵ متری.دربست.طبقه اول,4.42,"550,000",اصفهان,اصفهان,,52,1,2 ,آپارتمان ,دربست,بدون سرایدار/نگهبان,"50,000"
1109,64411,"""خانه‌ی آرامش"" واحد راحت و دلنشین با دسترسی عالی",4.76,"1,500,000",اصفهان,اصفهان, ملکشهر,150,2,4 ,ویلایی ,غیردربست,,"150,000"
1110,71388,باغ ویلا استخردار آب گرم یک خوابه,5,"2,900,000",اصفهان,اصفهان, زردنجان,100,1,8 ,ویلایی ,دربست,,"150,000"
1111,21245,خانه مسافر گل یاس,4.67,"1,300,000",اصفهان,اصفهان, میدان احمدآباد,150,2,4 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,"300,000"
1112,39911,منزل دو خوابه بزرگ و دلباز,4.34,"392,000",اصفهان,اصفهان, میدان لاله,220,2,4 ,ویلایی ,غیر دربست,بدون سرایدار/نگهبان,"85,000"
1113,27513,واحد دربست یک خوابه با پارکینگ,4.38,"600,000",اصفهان,اصفهان,,102,1,2 ,آپارتمان ,دربست,بدون سرایدار/نگهبان,"150,000"
1114,70504,مجموعه اقامتی کیمیا (9),5,"1,200,000",اصفهان,اصفهان, گلزار شمالی,120,2,4 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,"150,000"
1115,57120,واحد 100 متری مبله هشت بهشت گلزار 1,4.5,"900,000",اصفهان,اصفهان, هشت بهشت,100,2,4 ,آپارتمان ,دربست,بدون سرایدار/نگهبان,"100,000"
1116,16584,اقامتگاه اصفهان شبنم,4.76,"490,000",اصفهان,اصفهان, لاله شمالی,70,1,2 ,آپارتمان ,دربست,بدون سرایدار/نگهبان,"85,000"
1117,36006,آپارتمان زیبا در هشت بهشت با امکانات کامل,4.92,"1,000,000",اصفهان,اصفهان,,80,1,3 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,"100,000"
1118,77862,"مجموعه آپارتمان هشت بهشت ""تک خوابه‌ی بزرگ و 4 نفره",5,"1,500,000",اصفهان,اصفهان, خیابان استانداری,70,1,4 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,"300,000"
1119,70558,واحد دوخوابه مبله با دسترسی عالی - طبقه 1-,4.67,"1,000,000",اصفهان,اصفهان, شیخ بهایی,60,2,4 ,آپارتمان ,دربست,بدون سرایدار/نگهبان,"150,000"
1120,18319,اتاق فامیلی 2 پاواهاستل,4.75,"1,100,000",اصفهان,اصفهان, بزرگمهر,45, بدون اتاق,1 ,آپارتمان ,غیردربست,دارای سرایدار/نگهبان,"100,000"
1121,63144,"هاستل هِریتِیج ""کلبه 2"" (سرویس بهداشتی حمام عمومی)",5,"543,000",اصفهان,اصفهان, خیابان نشاط,4, بدون اتاق,2 ,اقامتگاه بومگردی ,غیردربست,,
1122,63150,"هاستل هِریتِیج ""کلبه 6"" (سرویس بهداشتی حمام عمومی)",5,"543,000",اصفهان,اصفهان, خیابان نشاط,4, بدون اتاق,2 ,اقامتگاه بومگردی ,غیردربست,,
1123,8258,واحد مبله نقلی و تمیز,4.44,"450,000",اصفهان,اصفهان,,50,1,2 ,آپارتمان ,دربست,,"40,000"
1124,33015,خانه مسافر مهرپویا,4.92,"1,500,000",اصفهان,اصفهان,,60,1,5 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,"100,000"
1125,9748,سوئیت مبله با تراس بهار خواب,4.47,"680,000",اصفهان,اصفهان, شهریار,80, بدون اتاق,2 ,آپارتمان ,دربست,بدون سرایدار/نگهبان,"150,000"
1126,33812,دو اتاق کانکت، ۲۰ دقیقه پیاده تا نقش جهان,4.83,"559,000",اصفهان,اصفهان,,50,2,2 ,آپارتمان ,دربست,بدون سرایدار/نگهبان,"150,000"
1127,63149,"هاستل هِریتِیج ""کلبه 5"" (سرویس بهداشتی حمام عمومی)",4.92,"543,000",اصفهان,اصفهان, خیابان نشاط,4, بدون اتاق,2 ,اقامتگاه بومگردی ,غیردربست,,
1128,22098,منزل همکف ، تمیز و دلباز,4.65,"450,000",اصفهان,اصفهان, میدان لاله,80,1,2 ,ویلایی ,غیردربست,بدون سرایدار/نگهبان,"85,000"
1129,60972,باغ ویلایی دربست دارای استخر روباز,4.92,"3,800,000",اصفهان,اصفهان, زردنجان,140,1,10,ویلایی ,دربست,,
1130,60012,دربستی. شیخ صدوق با امکانات رفاهی,4.7,"1,200,000",اصفهان,اصفهان, خیابان شیخ صدوق,110,2,2 ,ویلایی ,دربست,,"100,000"
1131,80016,واحد یک خوابه اقتصادی با دسترسی مطلوب,4.83,"500,000",اصفهان,اصفهان, مسجدسید,40,1,2 ,آپارتمان ,دربست,بدون سرایدار/نگهبان,"50,000"
1132,287,دو خوابه با دسترسی پیاده به میدان نقش جهان,4.52,"759,000",اصفهان,اصفهان, چهارباغ شیخ بهایی,120,2,3 ,آپارتمان ,دربست,بدون سرایدار/نگهبان,"150,000"
1133,54697,"عمارت مختار ""اتاق سرداب""",4.33,"680,000",اصفهان,اصفهان,,30, بدون اتاق,2 ,اقامتگاه بومگردی ,غیردربست,,"80,000"
1134,63263,"هاستل هِریتِیج ""اتاق سنتی""سرویس بهداشتی حمام عمومی",5,"639,000",اصفهان,اصفهان, خیابان نشاط,10, بدون اتاق,2 ,اقامتگاه بومگردی ,غیردربست,,
1135,63146,"هاستل هِریتِیج ""کلبه 3""",4.83,"543,000",اصفهان,اصفهان, خیابان نشاط,4, بدون اتاق,2 ,اقامتگاه بومگردی ,غیردربست,,
1136,63428,اقامتگاه یک خوابه اقاقیا,4.89,"900,000",اصفهان,اصفهان, برازنده,105,1,4 ,ویلایی ,دربست,,"150,000"
1137,75705,واحد حیاط‌دار با دسترسی مطلوب در مدرس اصفهان,4.92,"700,000",اصفهان,اصفهان, مدرس,80,1,2 ,آپارتمان ,دربست,بدون سرایدار/نگهبان,"150,000"
1138,68400,واحد (3) نوساز آسمان (1),4.5,"1,090,000",اصفهان,اصفهان, خیابان هشت بهشت شرقی,95,2,4 ,آپارتمان ,دربست,بدون سرایدار/نگهبان,"290,000"
1139,20972,"عمارت مختار "" اتاق گوشواره (6)""",4.5,"500,000",اصفهان,اصفهان, خیابان استانداری,30, بدون اتاق,2 ,اقامتگاه بومگردی ,غیردربست,,"230,000"
1140,63100,"هاستل هِریتِیج ""اتاق دوبلکس 2""",4.83,"831,000",اصفهان,اصفهان, خیابان نشاط,12, بدون اتاق,3 ,اقامتگاه بومگردی ,غیردربست,,"150,000"
1141,84312,منزل ویلایی دوخوابه با دسترسی عالی,4.33,"1,000,000",اصفهان,اصفهان, باغ غدیر,80,2,4 ,ویلایی ,دربست,,"100,000"
1142,63102,"هاستل هِریتِیج ""اتاق دوبلکس 3""",4.83,"1,303,000",اصفهان,اصفهان, خیابان نشاط,12, بدون اتاق,3 ,اقامتگاه بومگردی ,غیردربست,,"150,000"
1143,20276,خانه مسافر گل یاس,4.26,"1,200,000",اصفهان,اصفهان, میدان احمد آباد,110,2,4 ,آپارتمان ,دربست,,"300,000"
1144,73499,واحد اقتصادی دو خوابه بسیار تمیز,4.67,"650,000",اصفهان,اصفهان, میدان لاله,100,2,4 ,آپارتمان ,دربست,بدون سرایدار/نگهبان,"50,000"
1145,68183,واحد تک‌خواب تمیز و شیک,4.83,"670,000",اصفهان,اصفهان,,55,1,3 ,آپارتمان ,دربست,بدون سرایدار/نگهبان,"150,000"
1146,63261,"هاستل هِریتِیج ""اتاق سنتی (2) زیرزمین""",5,"706,000",اصفهان,اصفهان, خیابان نشاط,8, بدون اتاق,2 ,اقامتگاه بومگردی ,غیردربست,,
1147,16543,آپارتمان بسیار تمیز,4.71,"595,000",اصفهان,اصفهان, اصفهان,90,1,4 ,آپارتمان ,دربست,بدون سرایدار/نگهبان,"100,000"
1148,79115,واحد نقلی و دنج با امکانات رفاهی,4.94,"400,000",اصفهان,اصفهان, محله وازیچه,65,1,3 ,ویلایی ,دربست,,"50,000"
1149,80718,واحد نوساز آسمان (2),5,"1,590,000",اصفهان,اصفهان, هشت بهشت شرقی,120,2,5 ,آپارتمان ,دربست,بدون سرایدار/نگهبان,"300,000"
1150,20969,"عمارت مختار ""اتاق گوشواره (2)""",4.47,"650,000",اصفهان,اصفهان, خیابان استانداری,30, بدون اتاق,3 ,اقامتگاه بومگردی ,غیردربست,,"230,000"
1151,15231,سوییت آپارتمان یک خوابه,4.56,"700,000",اصفهان,اصفهان, بزرگمهر,100,1,2 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,"100,000"
1152,20974,"عمارت مختار ""اتاق شماره (4)""",4.47,"600,000",اصفهان,اصفهان, خیابان استانداری,40, بدون اتاق,4 ,اقامتگاه بومگردی ,غیردربست,,"230,000"
1153,77862,"مجموعه آپارتمان هشت بهشت ""تک خوابه‌ی بزرگ و 4 نفره",5,"1,500,000",اصفهان,اصفهان, خیابان استانداری,70,1,4 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,"300,000"
1154,58739,آپارتمان مبله همراه با اقامتی دلنشین، اصفهان,3.67,"900,000",اصفهان,اصفهان, خیابان کاشانی,100,2,2 ,آپارتمان ,دربست,بدون سرایدار/نگهبان,"200,000"
1155,63002,"هاستل هِریتِیج ""کلبه 1"" (سرویس بهداشتی حمام عمومی)",4.72,"543,000",اصفهان,اصفهان, خیابان نشاط,4, بدون اتاق,2 ,اقامتگاه بومگردی ,غیردربست,,
1156,35323,واحد تک خوابه نقلی با دسترسی عالی,4.78,"900,000",اصفهان,اصفهان, چهارراه قصر,120,1,2 ,آپارتمان ,دربست,بدون سرایدار/نگهبان,"300,000"
1157,61980,ویلای تک خواب مدرن با امکانات رفاهی کامل,4.92,"3,000,000",اصفهان,اصفهان, گلدشت,90,1,5 ,ویلایی ,دربست,,"200,000"
1158,7391,سویت لوکس با همه امکانات,4.01,"560,000",اصفهان,اصفهان, جلفا,45, بدون اتاق,2 ,آپارتمان ,دربست,بدون سرایدار/نگهبان,
1159,84196,سوئیت نقلی مهران (1),4.28,"450,000",اصفهان,اصفهان, خیابان عطارنیشابوری,35, بدون اتاق,2 ,آپارتمان ,دربست,بدون سرایدار/نگهبان,"65,000"
1160,73007,واحد سنتی با دسترسی مناسب به میدان نقش جهان,5,"760,000",اصفهان,اصفهان, میدان نقش جهان,90,1,2 ,آپارتمان ,دربست,بدون سرایدار/نگهبان,"150,000"
1161,70510,مجموعه اقامتی کیمیا (6),5,"800,000",اصفهان,اصفهان, گلزار شمالی,120,3,4 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,"150,000"
1162,70509,مجموعه اقامتی کیمیا (7),5,"850,000",اصفهان,اصفهان, گلزار شمالی,120,2,4 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,"150,000"
1163,288,آپارتمان شیک مبله با قیمت مناسب اصفهان,4.08,"639,000",اصفهان,اصفهان,,110,1,3 ,آپارتمان ,دربست,بدون سرایدار/نگهبان,"140,000"
1164,38441,باغ ویلا 1 خوابه ,4.75,"700,000",اصفهان,اصفهان,,135,1,5 ,ویلایی ,غیردربست,,"100,000"
1165,57548,واحد مبله‌ی دوخوابه,4.5,"1,500,000",اصفهان,اصفهان,,200,2,4 ,ویلایی ,دربست,,"200,000"
1166,15724,"اقامتگاه بومگردی اشکانی""اتاق 3 تخته VIP""",4.33,"1,520,000",اصفهان,اصفهان, خیابان عبدالرزاق,35, بدون اتاق,3 ,اقامتگاه بومگردی ,غیردربست,,"300,000"
1167,19524,مرکز شهر یک خوابه با پارکینگ و صبحانه,4.56,"1,700,000",اصفهان,اصفهان,,180,1,4 ,آپارتمان ,دربست,بدون سرایدار/نگهبان,"300,000"
1168,20579,تمیز و مناسب، یک خواب,4.06,"599,000",اصفهان,اصفهان,,95,1,3 ,آپارتمان ,دربست,بدون سرایدار/نگهبان,"140,000"
1169,70503,مجموعه اقامتی کیمیا (سوئیت),5,"550,000",اصفهان,اصفهان, گلزار شمالی,65, بدون اتاق,2 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,"150,000"
1170,20557,خانه مسافر گل یاس,4.8,"850,000",اصفهان,اصفهان, میدان احمدآباد,350,2,4 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,"300,000"
1171,64474,ویلای دنج مرکزشهر,4.83,"650,000",اصفهان,اصفهان, محله هشت بهشت,120,1,4 ,ویلایی ,دربست,,"80,000"
1172,18059,آپارتمان در خوش آب و هوا ترین محل اصفهان,4.72,"1,000,000",اصفهان,اصفهان,,90,2,4 ,آپارتمان ,دربست,بدون سرایدار/نگهبان,"100,000"
1173,16747,آپارتمان 120 متری دو خوابه,4.68,"500,000",اصفهان,اصفهان, اصفهان,120,2,4 ,آپارتمان ,دربست,بدون سرایدار/نگهبان,"100,000"
1174,74302,آپارتمان تک واحدی در مرکز شهر اصفهان,4.55,"400,000",اصفهان,اصفهان,,65,1,5 ,آپارتمان ,دربست,بدون سرایدار/نگهبان,"40,000"
1175,21243,خانه مسافر گل یاس,4.68,"1,200,000",اصفهان,اصفهان, میدان احمدآباد,350,2,4 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,"300,000"
1176,18323,اتاق فامیلی پاواهاستل,4.67,"520,000",اصفهان,اصفهان, بزرگمهر,15, بدون اتاق,1 ,ویلایی ,غیردربست,,"100,000"
1177,15722,"اقامتگاه بومگردی اشکانی""اتاق چهار تخته""",3.92,"1,720,000",اصفهان,اصفهان, خیابان عبدالرزاق,40, بدون اتاق,4 ,اقامتگاه بومگردی ,غیردربست,,"400,000"
1178,61648,ویلا دو خوابه در اصفهان,4.22,"550,000",اصفهان,اصفهان, مشتاق دوم,85,2,4 ,ویلایی ,دربست,بدون سرایدار/نگهبان,"80,000"
1179,74729,"مجموعه 4ستاره مهر ""تک خوابه دو تخت (ب)"" فول‌برد",جدید,"2,200,000",خراسان رضوی,مشهد, امام رضای 2,80,1,2 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,"700,000"
1180,74728,"مجموعه ممتاز مهر ""تک خوابه دو تخت (الف)"" فول‌برد",جدید,"2,200,000",خراسان رضوی,مشهد, امام رضای 2,85,1,2 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,"700,000"
1181,74708,"مجموعه منتخب مهر ""دو خوابه شش تخت (الف)"" فول‌برد",جدید,"6,600,000",خراسان رضوی,مشهد, امام رضای 2,85,2,6 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,"700,000"
1182,74073,مجموعه اقامتی آسمان نیلی، واحد 303,جدید,"650,000",خراسان رضوی,مشهد, امام رضا 29,37, بدون اتاق,5 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,"100,000"
1183,73729,"واحد مبله‌ی ""نارنجی"" در وکیل آباد",5,"1,500,000",خراسان رضوی,مشهد, وکیل آباد,170,3,6 ,آپارتمان ,دربست,بدون سرایدار/نگهبان,"150,000"
1184,73708,آپارتمان مبله میهن با ویو شهری,4.92,"560,000",خراسان رضوی,مشهد, وکيل آباد,55,2,2 ,آپارتمان ,دربست,بدون سرایدار/نگهبان,"100,000"
1185,29491,آپارتمان نوساز دوخوابه مبله نزدیک حرم,4.59,"550,000",خراسان رضوی,مشهد,,320,2,4 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,"100,000"
1186,61545,واحد ۷۰ متری یک خوابه دربست با امکانات (طبقه همکف),4.81,"1,250,000",خراسان رضوی,مشهد, فاطمیه,65,1,2 ,آپارتمان ,دربست,بدون سرایدار/نگهبان,"250,000"
1187,72381,ویلای دوخوابه استخردار در طوس مشهد,5,"1,190,000",خراسان رضوی,مشهد, طوس,130,2,4 ,ویلایی ,دربست,,"89,000"
1188,26316,واحد ویلایی دربست با پارکینگ اختصاصی,4.78,"1,200,000",خراسان رضوی,مشهد,,70,1,2 ,ویلایی ,دربست,بدون سرایدار/نگهبان,"200,000"
1189,82781,"مجموعه اقامتی یاوری "" اتاق 307""",4.67,"400,000",خراسان رضوی,مشهد, عیدگاه,13, بدون اتاق,2 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,
1190,49340,آپارتمان یک خواب (۲۰۱) 8 دقیقه تا حرم پیاده,4.83,"525,000",خراسان رضوی,مشهد,,50,1,5 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,
1191,77240,"مجموعه اقامتی سید ""اتاق دو تخته شازده""",5,"479,000",خراسان رضوی,مشهد, خیابان اندرزگو,10, بدون اتاق,2 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,
1192,73610,"مجموعه ""قصر سفید"" سوئیت (3)",4.83,"150,000",خراسان رضوی,مشهد, خیابان امام رضا,30, بدون اتاق,2 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,"100,000"
1193,74275,"مجموعه اقامتی آسمان نیلی، واحد سه نفره "" 2 """,4.17,"450,000",خراسان رضوی,مشهد, امام رضا 29,25, بدون اتاق,3 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,
1194,62452,باغ ویلای دوخوابه با استخر آبگرم بیلیارد ایرهاکی,4.67,"3,500,000",خراسان رضوی,مشهد, شاهنامه,200,2,4 ,ویلایی ,دربست,,"300,000"
1195,75348,ویلای سه خوابه همراه استخر آبگرم و جکوزی یاسین,4.33,"4,950,000",خراسان رضوی,مشهد, شاندیز,350,3,6 ,ویلایی ,دربست,,"200,000"
1196,59647,سوئیت آپارتمان مبله یکخواب اقتصادی,4.57,"329,000",خراسان رضوی,مشهد,,40,1,2 ,آپارتمان ,دربست,بدون سرایدار/نگهبان,"100,000"
1197,47684,مجموعه اقامتی راحت و دلباز ارمغان (2تخته),4.64,"348,000",خراسان رضوی,مشهد, امام رضا 16,35, بدون اتاق,2 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,
1198,78521,2 خوابه ( نزدیک حرم مطهر),5,"799,000",خراسان رضوی,مشهد, بلوار شهید کامیاب,80,2,4 ,آپارتمان ,دربست,بدون سرایدار/نگهبان,"90,000"
1199,47689,مجموعه اقامتی ارمغان با دسترسی مناسب (یک تخته),4.68,"298,000",خراسان رضوی,مشهد, امام رضا 16,35, بدون اتاق,1 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,
1200,70882,باغ ویلای تک خوابه دنج در محیطی امن و آرام,4.83,"560,000",خراسان رضوی,مشهد, سراه فردوسی,90,1,2 ,ویلایی ,دربست,,"50,000"
1201,67557,اقامتگاه بسیار تمیز (شمس تبریزی),5,"1,200,000",خراسان رضوی,مشهد, خیابان نواب صفوی,90,2,4 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,"400,000"
1202,72914,واحد مبله، نزدیک به حرم امام رضا,5,"700,000",خراسان رضوی,مشهد, خیابان امام رضا,80,1,4 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,"1,000,000"
1203,8175,یک خواب ویلایی دربست مشهد,4.89,"1,000,000",خراسان رضوی,مشهد,,90,1,4 ,ویلایی ,دربست,بدون سرایدار/نگهبان,"150,000"
1204,68096,واحد مبله لوکس در نزدیکی حرم,4.43,"390,000",خراسان رضوی,مشهد,,70,1,5 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,"100,000"
1205,48503,آپارتمان دو خوابه (۳۰۲) 8 دقیقه تا حرم پیاده,4.83,"500,000",خراسان رضوی,مشهد,,50,2,6 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,
1206,73347,خانه ویلایی دارای میز بیلیارد,5,"2,000,000",خراسان رضوی,مشهد, خیابان قدس,120,2,2 ,ویلایی ,غیردربست,بدون سرایدار/نگهبان,"200,000"
1207,69017,واحد مبله 60 متری,4.75,"1,100,000",خراسان رضوی,مشهد, رضا شهر,60,1,2 ,آپارتمان ,دربست,بدون سرایدار/نگهبان,"100,000"
1208,37448,آپارتمان نوساز دوخوابه مبله نزدیک حرم,4.63,"550,000",خراسان رضوی,مشهد, چهارراه زرینه,320,2,4 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,"100,000"
1209,68981,باغ ویلای لوکس همراه با استخر آبگرم سرپوشیده,5,"3,300,000",خراسان رضوی,مشهد, شاندیز,230,1,8 ,ویلایی ,دربست,,"200,000"
1210,46601,مجتمع اقامتی رفاهی راحت و مرتب جمالی 6,4.67,"648,000",خراسان رضوی,مشهد, امام رضا 8,400,1,5 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,
1211,13453,رزرو آپارتمان نوساز نزدیک حرم,4.84,"1,350,000",خراسان رضوی,مشهد,,50,1,6 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,"170,000"
1212,11986,سوئیت ارزان مبله نزدیک حرم,5,"680,000",خراسان رضوی,مشهد,,30, بدون اتاق,4 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,"170,000"
1213,68070,باغ ویلای سرسبز و دلباز بهشت طرقبه,4.83,"1,600,000",خراسان رضوی,مشهد, طرقبه,150,3,4 ,ویلایی ,دربست,,"150,000"
1214,73523,"مجموعه اقامتی پیمان ""سوییت 3 تخته ( 10 )""",4.75,"350,000",خراسان رضوی,مشهد, خیابان آیت الله بهجت,35, بدون اتاق,3 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,
1215,65615,اجاره سوئیت آپارتمان دنج نزدیک حرم 202,4.58,"600,000",خراسان رضوی,مشهد, خیابان عنصری غربی,70,1,4 ,آپارتمان ,دربست,بدون سرایدار/نگهبان,"100,000"
1216,73467,دو خواب دارای استخر سرپوشیده و جکوزی,4.78,"2,200,000",خراسان رضوی,مشهد, شاهنامه,270,2,6 ,ویلایی ,دربست,,"150,000"
1217,71586,مهمانپذیر افشار، واحد 304,5,"400,000",خراسان رضوی,مشهد, مالک اشتر 8,38,1,4 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,"100,000"
1218,65347,اقامتگاه باغ بهشت ,4.67,"3,000,000",خراسان رضوی,مشهد, دولت آباد,250,3,8 ,ویلایی ,دربست,,"100,000"
1219,5243,سوئیت شیک نوساز نزدیک حرم,4.89,"850,000",خراسان رضوی,مشهد,,30, بدون اتاق,5 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,"170,000"
1220,45126,سوئیت چهار تخته اقتصادی نزدیک حرم,5,"700,000",خراسان رضوی,مشهد,,17, بدون اتاق,4 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,"170,000"
1221,49347,آپارتمان تک خوابه (101)8 دقیقه تا حرم پیاده,4.83,"600,000",خراسان رضوی,مشهد,,50,1,6 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,
1222,45143,مهمانپذیر سه تخت ارزان نزدیک حرم,4.9,"510,000",خراسان رضوی,مشهد,,15, بدون اتاق,3 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,"170,000"
