,PlaceCode,PlaceName,PlaceScore,PlaceFromPrice,PlaceProvince,PlaceCity,PlaceNeighborhood,PlaceM2,PlaceRooms,PlaceCapacity,PlaceBuildingType,PlaceRentalType,PlaceSecurityType,PlaceExtraPersonCost
0,57024,دوبلکس دربست آریا استخر آبگرم سرپوشیده چهارفصل,4.72,"3,500,000",گیلان,تالش, گیسوم کیشه خاله,200,3,6 ,ویلایی ,دربست,,"300,000"
1,7046,ویلا تازه ساخت باتمام امکانات,4.86,"1,000,000",گیلان,تالش,,90,2,5 ,ویلایی ,دربست,,"100,000"
2,53231,سوئیت کادوس روستای سراگاه,4.67,"600,000",گیلان,تالش, روستای سراگاه,50, بدون اتاق,3 ,ویلایی ,دربست,,"100,000"
3,67506,ویلا نقلی در دل جنگل‌های گیسوم,5,"630,000",گیلان,تالش, روستای سیاه بیل,100,1,2 ,ویلایی ,غیردربست,,"85,000"
4,60619,ویلا تک خوابه حیا‌ط‌دار، اسالم,4.75,"790,000",گیلان,تالش, اسالم,90,1,4 ,آپارتمان ,دربست,بدون سرایدار/نگهبان,"150,000"
5,65534,ویلای ساحلی دوبلکس,4.95,"2,000,000",گیلان,تالش, لیسار,220,2,4 ,ویلایی ,دربست,,"250,000"
6,45752,ویلا چوبی اردیبهشت(لوکس),5,"1,000,000",گیلان,تالش, اسالم,110,3,4 ,ویلایی ,دربست,,"150,000"
7,71160,ویلای دوخوابه با امکانات رفاهی کامل,5,"700,000",گیلان,تالش, لیسار,120,2,3 ,ویلایی ,غیردربست,,"100,000"
8,62189,ویلا لب ساحل و در نزدیکی دریا,4.74,"500,000",گیلان,تالش, لیسار,65,1,4 ,ویلایی ,دربست,,"60,000"
9,34308,"ویلا جنگلی لب رودخونه در گیسوم
",4.67,"1,150,000",گیلان,تالش, گیسوم,80,2,4 ,ویلایی ,دربست,بدون سرایدار/نگهبان,"100,000"
10,72989,اقامتگاه دربست با چشم‌اندازی زیبا در روستای کیشون بن,5,"700,000",گیلان,تالش, روستای کیشون بن,70,1,4 ,ویلایی ,دربست,,"100,000"
11,45529,ویلا دربستی گتک سرا,4.76,"750,000",گیلان,تالش, گتگسرا,120,2,5 ,ویلایی ,دربست,,"50,000"
12,67447,کلبه چوبی تریپلکس دو خوابه با ویو بی‌نظیر,5,"1,500,000",گیلان,تالش, اسالم,150,2,6 ,ویلایی ,غیردربست,,"200,000"
13,68671,ویلای تک خواب با امکانات رفاهی,4.83,"789,000",گیلان,تالش, لیسار,130,1,4 ,ویلایی ,غیردربست,,"70,000"
14,47365,ویلا دربستی کنار رودخانه گیسوم,4.85,"1,150,000",گیلان,تالش, گیسوم گتگسر,120,2,4 ,ویلایی ,دربست,,"50,000"
15,74398,خانه ویلایی در تالش,5,"1,200,000",گیلان,تالش, خرجگیل,155,2,6 ,ویلایی ,غیردربست,,"100,000"
16,61440,واحد مبله‌ی 140 متری (نزدیک به ساحل),5,"800,000",گیلان,تالش,,140,2,6 ,ویلایی ,دربست,,"100,000"
17,56907,واحد مبله و تمیز با حیاط دربست,5,"1,500,000",گیلان,تالش,,140,2,7 ,ویلایی ,غیردربست,,"350,000"
18,1761,ویلای سه خوابه استخردار سرپوشیده در تالش,4.83,"2,500,000",گیلان,تالش, رهنما محله,160,3,6 ,ویلایی ,دربست,بدون سرایدار/نگهبان,"500,000"
19,73072,سوییت ساحلی نقلی تمیز نزدیک دریا,4.83,"350,000",گیلان,تالش, اسالم,50, بدون اتاق,2 ,ویلایی ,غیردربست,,"80,000"
20,61480,ویلا تک‌خوابه با چشم‌انداز رودخانه و جنگل,5,"900,000",گیلان,تالش, اسالم دهستان خرجگیل,65,1,10,ویلایی ,دربست,,"100,000"
21,64696,ویلای دوخوابه‌ی روستایی (نزدیک به ساحل گیسوم),5,"700,000",گیلان,تالش, گیسوم,100,2,4 ,ویلایی ,دربست,,"100,000"
22,71482,سوییت با دسترسی به پل معلق در آسمان,4.67,"500,000",گیلان,تالش,,30, بدون اتاق,2 ,ویلایی ,غیردربست,,"100,000"
23,63558,ویلای2خوابه دربستی نزدیک ساحل,5,"880,000",گیلان,تالش, گیسوم,100,2,4 ,ویلایی ,دربست,,"100,000"
24,49524,ویلا حیاط دار در گتک سرا  (واحد ۱),4.65,"500,000",گیلان,تالش, گتگسرا,70,1,3 ,ویلایی ,غیردربست,,"40,000"
25,63803,تکخوابه نزدیک ساحل گیسوم و آبشار ویسادار,5,"443,000",گیلان,تالش, پره سر,61,1,4 ,ویلایی ,غیردربست,,"80,000"
26,60665,ویلا باغ دربستی اسالم,4.6,"460,000",گیلان,تالش, روهام بیگ محله,120,2,4 ,ویلایی ,دربست,,"80,000"
27,63602,اپارتمان 2 خوابه، دلباز، دسترسی عالی,4.33,"780,000",گیلان,تالش, گیسوم,120,2,4 ,آپارتمان ,دربست,بدون سرایدار/نگهبان,"50,000"
28,61345,سوییت دربست با حیاط مستقل,4.88,"600,000",گیلان,تالش,,80, بدون اتاق,4 ,ویلایی ,دربست,,
29,53469,واحد لوكس و مدرن با منظره زيبا با محوطه زيبا،دربست,4.86,"2,000,000",گیلان,تالش, اسالم,175,2,4 ,ویلایی ,دربست,,"180,000"
30,61496,ویلای سه خوابه فرشتگان,5,"1,350,000",گیلان,تالش, میدان امام حسین,160,3,6 ,ویلایی ,دربست,,"200,000"
31,53062,واحد طبقه همکف با دسترسی مناسب در جوکندان,4.38,"325,000",گیلان,تالش,,75,1,4 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,"50,000"
32,82223,سوییت سنتی با ویو باغ و درخت میوه,5,"500,000",گیلان,تالش, جوکندان,60, بدون اتاق,4 ,ویلایی ,دربست,,"50,000"
33,61421,ویلای دربست ساحلی,4.67,"1,300,000",گیلان,تالش, گتگسر,140,2,6 ,ویلایی ,دربست,,"100,000"
34,56275,ویلا مبله و تمیز طبقه همکف، حیاط‌دار، وارده‌سرا,4.89,"500,000",گیلان,تالش, روستای وارده سرا,70,1,4 ,ویلایی ,دربست,,"70,000"
35,48175,ویلا حیاط دار گتک سرا,4.51,"650,000",گیلان,تالش, گتگسرا,90,2,5 ,ویلایی ,غیردربست,بدون سرایدار/نگهبان,"60,000"
36,65447,ویلا باغ رویایی (ساحلی),5,"1,200,000",گیلان,تالش, لیسار,160,2,5 ,ویلایی ,دربست,,"100,000"
37,66301,ویلای جنگلی سه خوابه کنار رودخانه تراس دار,4.94,"1,200,000",گیلان,تالش, اسالم,154,3,5 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,"100,000"
38,62370,سوییت 40 متری با امکانات رفاهی,4.58,"350,000",گیلان,تالش, اسالم,45, بدون اتاق,5 ,آپارتمان ,دربست,بدون سرایدار/نگهبان,"100,000"
39,57532,واحد مرتب و مبله با ویوی کوهستان,5,"800,000",گیلان,تالش, گیجاو,70,2,5 ,ویلایی ,غیردربست,,"100,000"
40,53863,ویلای دوبلکس حیاط‌دار در نزدیکی ساحل گیسوم,4.73,"1,000,000",گیلان,تالش, لتیین,100,2,5 ,ویلایی ,دربست,,"200,000"
41,16599,اقامتگاه بومگردی تالش اتاق 2,5,"280,000",گیلان,تالش, روستای خطبه سرا,300, بدون اتاق,1 ,اقامتگاه بومگردی , ,,"360,000"
42,25325,ویلای دوخوابه جنگلی در مجاورت رودخانه,4.83,"1,000,000",گیلان,تالش, اسالم,110,2,5 ,ویلایی ,غیردربست,,"50,000"
43,473,مجتمع طلوع گیسوم واحد 2خواب 5تخته یاس,4.72,"1,000,000",گیلان,تالش,,300,2,6 ,ویلایی ,غیر دربست,دارای سرایدار/نگهبان,"200,000"
44,4515,ویلا اجاره ای لب رودخانه,4.89,"1,000,000",گیلان,تالش, گیجاو,90,2,4 ,ویلایی ,دربست,,"100,000"
45,65814,ویلای دوبلکس دو خوابه با چشم اندازی بی نظیر,5,"700,000",گیلان,تالش, کیشه خاله,120,1,6 ,ویلایی ,دربست,,"100,000"
46,29068,"ویلای آیهان
",4.93,"670,000",گیلان,تالش, تکی آباد,250,2,4 ,ویلایی ,دربست,دارای سرایدار/نگهبان,"70,000"
47,68633,واحد دوخوابه با امکانات رفاهی,4.83,"590,000",گیلان,تالش, اسالم,95,2,4 ,ویلایی ,غیردربست,,"100,000"
48,16600,اقامتگاه بومگردی تالش اتاق 3,4.83,"350,000",گیلان,تالش, روستای خطبه سرا,300, بدون اتاق,1 ,اقامتگاه بومگردی , ,,"360,000"
49,56638,واحد تک خواب با آلاچیق و امکانات رفاهی,5,"600,000",گیلان,تالش, گیسوم,90,1,4 ,ویلایی ,غیردربست,,"100,000"
50,15523,سوییت آپارتمان با دسترسی مناسب ، کولر دار,4.67,"500,000",گیلان,تالش, اسالم,45,1,3 ,آپارتمان ,دربست,بدون سرایدار/نگهبان,"50,000"
51,55617,واحد مبله و تمیز خصوصی، واقع در باغ، طبقه دوم,4.54,"500,000",گیلان,تالش, جوکندان,95,1,4 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,"60,000"
52,55022,واحد روستایی مبله تک خواب در نزدیکی ساحل,4.67,"790,000",گیلان,تالش, روستای توریستی و گردشگری گتگسر,65,1,4 ,ویلایی ,غیردربست,,"40,000"
53,33126,ویلا 1 خوابه لیسار,5,"310,000",گیلان,تالش, لیسار,75,1,4 ,ویلایی ,دربست,,"50,000"
54,64691,ویلای دنج حیاط دار کنار رودخانه,4.97,"450,000",گیلان,تالش, گیجاو,70,1,6 ,ویلایی ,دربست,,"100,000"
55,60382,نوساز مدرن در محیطی بکر و نزدیک به دریا,5,"1,200,000",گیلان,تالش, لیسار (اوتار),130,2,6 ,ویلایی ,دربست,,"50,000"
56,25622,واحد مبله با امکانات رفاهی در بالاده اسالم,4.8,"750,000",گیلان,تالش, بالاده اسالم,70,1,5 ,آپارتمان ,دربست,بدون سرایدار/نگهبان,"100,000"
57,62386,سوئیت دنج و بکر با دسترسی اختصاصی به دریاچه سراگاه,4.67,"500,000",گیلان,تالش, دریاچه سراگاه,50,1,3 ,ویلایی ,غیردربست,,"100,000"
58,38357,ویلا روستایی اسپیناز یک تالش,5,"2,000,000",گیلان,تالش, نیک کری,80,1,5 ,ویلایی ,غیردربست,دارای سرایدار/نگهبان,
59,63688,ویلای دوبلکس منظره شالیزار و حیاط بزرگ,4.83,"650,000",گیلان,تالش, اسالم ملامحله,150,2,6 ,ویلایی ,دربست,,"100,000"
60,56919,ویلا استخردارسرپوشیده،۳ کولر مجزانزدیک ساحل گیسوم,4.78,"2,500,000",گیلان,تالش, روستای لتیین,100,2,4 ,ویلایی ,دربست,,"200,000"
61,62868,"اقامتگاه ساحلی  ""پدر""، واحد2",4.83,"800,000",گیلان,تالش,,100,1,4 ,ویلایی ,دربست,,"100,000"
62,57275,واحد مبله دربست نزدیک به دریاچه سراگاه,5,"799,000",گیلان,تالش, نعلبند,70,1,4 ,ویلایی ,دربست,,"70,000"
63,38352,ویلا روستایی اسپیناز دو تالش,5,,گیلان,تالش, نیک کری,80,1,5 ,ویلایی ,غیردربست,,
64,30862,ویلا مبله نیمه دربست در گیسوم,4.64,"700,000",گیلان,تالش, گتگسر,130,2,6 ,ویلایی ,غیردربست,بدون سرایدار/نگهبان,"50,000"
65,16602,اقامتگاه بومگردی تالش اتاق 5,4.67,"280,000",گیلان,تالش, روستای خطبه سرا,300, بدون اتاق,1 ,اقامتگاه بومگردی , ,,"360,000"
66,57068,اقامتگاه روستایی کنار رودخانه ناورود,4.89,"550,000",گیلان,تالش, جاده اسالم به خلخال,60,1,2 ,ویلایی ,غیردربست,,"100,000"
67,31102,ویلا مبله منطقه جنگلی,4.75,"1,000,000",گیلان,تالش,,90,1,4 ,ویلایی ,غیر دربست,بدون سرایدار/نگهبان,"50,000"
68,69867,باغ ویلای اختصاصی بیست هزار متری در دل جنگل,4.83,"1,360,000",گیلان,تالش, کسمجان,100,2,5 ,ویلایی ,دربست,,
69,68909,سوییت مبله با ویو شالیزار,4.5,"450,000",گیلان,تالش, اسالم,60, بدون اتاق,3 ,ویلایی ,غیردربست,,"100,000"
70,62682,ویلای کاملا نوساز و تمیز با محیطی آرام,5,"600,000",گیلان,تالش, ساحل گیسوم,110,2,4 ,ویلایی ,دربست,,"100,000"
71,70711,اقامتگاه در قلب جنگل تمیز و دل‌انگیز,5,"900,000",گیلان,تالش, شیله وشت,110,1,4 ,ویلایی ,دربست,,"100,000"
72,55057,واحد دوخوابه مبله دنج در محیطی آرام,4.83,"890,000",گیلان,تالش, روستای توریستی و گردشگری گتگسر,85,2,4 ,ویلایی ,غیردربست,,"50,000"
73,63572,ویلا تکخوابه با منظره جنگل,5,"400,000",گیلان,تالش,,70,1,3 ,ویلایی ,دربست,,"100,000"
74,81708,ویلای حیاط دار، با دسترسی عالی,4.75,"500,000",گیلان,تالش, هشتپر,70, بدون اتاق,4 ,ویلایی ,غیردربست,,"100,000"
75,59413,واحد تک خوابه تراس دار با چشم انداز عالی,3.83,"1,200,000",گیلان,تالش, روستایی,150,1,4 ,ویلایی ,دربست,,"800,000"
76,52417,ویلای دوخوابه واقع در ساحل زیبای گیسوم,4.38,"800,000",گیلان,تالش, گیسوم,100,2,4 ,ویلایی ,غیردربست,,"100,000"
77,31979,"اقامتگاه ""بام های سفالی تالش"" اتاق VIP",4.61,"800,000",گیلان,تالش, روستای شیر اباد,25, بدون اتاق,4 ,اقامتگاه بومگردی , ,,"200,000"
78,66300,ویلا کنار رودخانه زیبا,4.04,"650,000",گیلان,تالش, بلوار شهید سلیمانی,115,2,6 ,ویلایی ,دربست,,"150,000"
79,57230,ویلای جنگلی نزدیک دریاچه سراگاه,4.81,"700,000",گیلان,تالش, سراگاه,81,1,4 ,ویلایی ,دربست,,"50,000"
80,79988,ویلای دو خوابه جنگلی با تراس و چشم‌اندازی دلپذیر,4.83,"1,600,000",گیلان,تالش, روستای گردشگری کسمه جان,170,2,8 ,ویلایی ,دربست,,"150,000"
81,55923,واحد مبله طبقه اول در ساحل گیسوم,4.54,"700,000",گیلان,تالش, روستای گتگسر,120,2,6 ,ویلایی ,دربست,,"50,000"
82,57864,سوییت دربست و دنج با حیاط,4.89,"500,000",گیلان,تالش,,65,1,4 ,ویلایی ,دربست,,"50,000"
83,16601,اقامتگاه بومگردی تالش اتاق 4,4.67,"288,000",گیلان,تالش, روستای خطبه سرا,300, بدون اتاق,1 ,اقامتگاه بومگردی , ,,"360,000"
84,80538,ویلای دنج با ویو جنگل و باغ,5,"550,000",گیلان,تالش, تره طولگیلان,60,1,4 ,ویلایی ,دربست,,"100,000"
85,69286,ویلا دو خوابه استخر دار سرپوشیده ساحلی در تالش,4.83,"2,750,000",گیلان,تالش, تکی تازه آباد,150,2,5 ,ویلایی ,دربست,,"250,000"
86,57118,منزل مبزله و تمیز در گیسوم,4.83,"450,000",گیلان,تالش, روستای گتگسر,80,1,4 ,ویلایی ,غیردربست,,"50,000"
87,53357,واحد مبله دوخوابه حیاط‌دار,4.94,"750,000",گیلان,تالش, بالاده اسالم,70,2,5 ,آپارتمان ,دربست,بدون سرایدار/نگهبان,"100,000"
88,58585,اقامتگاه ساحلی دو خوابه (واحد 1) طبقه همکف,5,"1,500,000",گیلان,تالش, گتگسر,75,2,4 ,ویلایی ,دربست,,"100,000"
89,59886,واحد نقلی مبله یک خوابه،کنار دریا,4.83,"450,000",گیلان,تالش, گتکسر,45,1,2 ,ویلایی ,غیردربست,,"50,000"
90,78624,ویلای دوبلکس سه خوابه نوساز,5,"1,650,000",گیلان,تالش, هشتپر,240,3,6 ,ویلایی ,دربست,,"150,000"
91,61999,مجموعه اقامتی گیلار، کلبه‌ی دوبلکس چوبی (2),4.67,"2,000,000",گیلان,تالش, گیسوم,80,1,2 ,ویلایی ,دربست,,"200,000"
92,56220,ویلا لوکس، دارای بهار خواب، تراس با امکانات تفریحی,4.83,"3,700,000",گیلان,تالش, گردنه الماس-اسالم به خلخال,300,2,5 ,ویلایی ,دربست,,"300,000"
93,55616,واحد مبله و تمیز دربست در باغ,4.33,"500,000",گیلان,تالش, جوکندان,95,1,4 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,"60,000"
94,56880,کلبه دوبلکس چوبی دربست,4.6,"600,000",گیلان,تالش, روستای پیرهرات,115,1,4 ,ویلایی ,دربست,,"100,000"
95,52791,دوبلکس و تمیز، با ویوی زیبا,4.67,"1,000,000",گیلان,تالش, خلیف آباد,200,3,8 ,ویلایی ,دربست,,"200,000"
96,21088,کاسپین ویلا گیسوم,4.68,"220,000",گیلان,تالش, گتگسر گیسوم,70,2,5 ,ویلایی ,دربست,بدون سرایدار/نگهبان,"100,000"
97,62092,ویلا استخر دار سه خواب دوبلکس با ویو دریا,4.83,"2,800,000",گیلان,تالش, روستای خلیفه کری,160,3,6 ,ویلایی ,دربست,,"300,000"
98,55669,واحد تمیز مبله، همکف، در حیاطی زیبا و با صفا  ,4.17,"499,000",گیلان,تالش,,100,1,2 ,ویلایی ,غیردربست,,"50,000"
99,61641,واحد یک خوابه مبله دربست,4.61,"650,000",گیلان,تالش, گیسوم روستای میانده,80,1,4 ,ویلایی ,دربست,,"50,000"
100,58615,ویلای ساحلی تراس دار,4.87,"2,000,000",گیلان,تالش, گتگسر,180,3,6 ,ویلایی ,غیردربست,,"100,000"
101,34109,ویلای ساحلی گیسوم تالش,4.94,"1,000,000",گیلان,تالش, گیسوم گتگسر,125,2,4 ,آپارتمان ,دربست,بدون سرایدار/نگهبان,"150,000"
102,8220,ویلای دو خوابه ساحلی,4.71,"500,000",گیلان,تالش, تازه آباد,90,2,4 ,ویلایی ,دربست,دارای سرایدار/نگهبان,"150,000"
103,33127,ویلا حیاط دار سرسبز,3.81,"520,000",گیلان,تالش, لیسار,110,2,4 ,ویلایی ,غیردربست,بدون سرایدار/نگهبان,
104,79130,ویلای یک خوابه نوساز با منظره عالی,4.83,,گیلان,تالش, اسالم,50,1,2 ,ویلایی ,غیردربست,,"80,000"
105,42467,ویلا استخر سرپوشیده آب گرم در تالش ,4.7,"2,500,000",گیلان,تالش, روستای راهنما محله,120,3,6 ,ویلایی ,دربست,,"300,000"
106,51931, دو خوابه حیاط مشترک روستای قروق,4.5,"300,000",گیلان,تالش, قروق,60,2,4 ,ویلایی ,غیردربست,,"100,000"
107,66893,ویلای دنج و تراس‌دار در تالش,5,"1,200,000",گیلان,تالش, چوبر,300,1,8 ,ویلایی ,دربست,,"100,000"
108,48648,ویلا شیک جنگلی کنار رودخانه اسالم,4.71,"1,650,000",گیلان,تالش, روستای جنگلی اسالم,100,2,7 ,ویلایی ,دربست,,"100,000"
109,67584,دوبلکس دلنشین با ویو عالی از کوهستان و جنگل,4.67,"700,000",گیلان,تالش, جاده اسالم روستای خرجگیل,110,2,8 ,ویلایی ,غیردربست,,"50,000"
110,68530,ویلا تک خواب با قیمت مناسب,4.94,"800,000",گیلان,تالش, اسالم,100,1,4 ,ویلایی ,دربست,,"50,000"
111,71276,دوبلکس مرتب همراه با چشم‌انداز جنگل‌های هیرکانی,4.67,"1,800,000",گیلان,تالش, دیگه سرا,124,2,6 ,ویلایی ,دربست,,"50,000"
112,66292,ویلای متین (واحد یک),4.5,"500,000",گیلان,تالش, جو کندان,100,2,4 ,ویلایی ,غیردربست,,"60,000"
113,25890,دوخوابه ۴ تخته افرا، مجتمع طلوع گیسوم,4.58,"800,000",گیلان,تالش, گیسوم,300,2,6 ,ویلایی ,دربست,دارای سرایدار/نگهبان,"200,000"
114,33039,ویلای دوخواب در گیسوم,4.67,"900,000",گیلان,تالش, گیسوم,95,2,4 ,آپارتمان ,دربست,بدون سرایدار/نگهبان,"80,000"
115,14713,خانه روستای ساحلی سرسبز نیمه دربست,4.55,"350,000",گیلان,تالش, جوکندان,80,1,4 ,ویلایی ,غیردربست,بدون سرایدار/نگهبان,"50,000"
116,56278,سوئیت نقلی طبقه همکف,4.9,"400,000",گیلان,تالش, روستای وارده سرا,40, بدون اتاق,3 ,ویلایی ,دربست,,"70,000"
117,57200,مجموعه اقامتی هیرکان (واحد 7، طبقه سوم تراس دار),4.67,"3,000,000",گیلان,تالش, گتگسر,130,2,4 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,0
118,23685,طلوع گیسوم واحدویلایی 2خواب 4تخته شمشاد,4.56,"900,000",گیلان,تالش, گیسوم,300,2,4 ,ویلایی ,دربست,بدون سرایدار/نگهبان,"200,000"
119,56953,اقامتگاه چوبی مجاور ناورود,4.42,"1,500,000",گیلان,تالش, روستای گیجاو,55,1,4 ,ویلایی ,غیردربست,,"50,000"
120,83439,منزل ویلایی نوساز با حیاطی زیبا,4.83,"900,000",گیلان,تالش, گیسوم,100,2,4 ,ویلایی ,دربست,,"100,000"
121,73078,کلبه چوبی در جنگل‌های گیسوم,4.73,"1,500,000",گیلان,تالش, گیسوم,95,2,4 ,ویلایی ,دربست,,"200,000"
122,44188,ویلای دو خوابه در تالش,4.56,"400,000",گیلان,تالش, لیسار,100,2,4 ,ویلایی ,غیردربست,,"60,000"
123,68232,ویلا تک خواب با امکانات رفاهی,4.5,"660,000",گیلان,تالش, لیسار,75,1,4 ,ویلایی ,دربست,,"150,000"
124,61525,ویلا فول امکانات در جاده رویایی اسالم به خلخال,4.42,"550,000",گیلان,تالش,,90,1,5 ,ویلایی ,دربست,,"70,000"
125,74441,سوییت بسیار تمیز و خوش منظره با ویو جنگل,4.58,"500,000",گیلان,تالش, جاده اسالم روستای خرجگیل,50, بدون اتاق,4 ,ویلایی ,غیردربست,,"50,000"
126,20043,ویلا دو خوابه (هانا),5,"600,000",گیلان,تالش, روستای گیجاو,90,2,4 ,ویلایی ,دربست,,"100,000"
127,73853,کلبه تک خواب با چشم انداز جنگل و رودخانه,4.83,"500,000",گیلان,تالش, اسالم,50,1,4 ,ویلایی ,غیردربست,,"100,000"
128,67645,کلبه جنگلی دنج در تالش,4.67,"440,000",گیلان,تالش, اسالم,35, بدون اتاق,3 ,ویلایی ,دربست,,"50,000"
129,51610,هشتپر، سوئیت ، دسترسی مناسب، بدون اتاق خواب ,4.63,"350,000",گیلان,تالش, پوریای ولی,54, بدون اتاق,2 ,آپارتمان ,دربست,بدون سرایدار/نگهبان,"100,000"
130,10223,آپارتمان دوخوابه مجتمع طلوع گیسوم,4.46,"600,000",گیلان,تالش, تالش,100,2,4 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,"200,000"
131,25887,دوخوابه ۴ تخته صنوبر مجتمع طلوع گیسوم,4.62,"800,000",گیلان,تالش, گیسوم,300,2,6 ,ویلایی ,غیر دربست,دارای سرایدار/نگهبان,"200,000"
132,23683,مجتمع طلوع گیسوم واحد تک خواب 2 تخته,4.27,"400,000",گیلان,تالش, ساحل گیسوم,60,1,4 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,"200,000"
133,52238,واحد مبله کاسپین، طبقه اول در ساحل گیسوم,4.92,"558,000",گیلان,تالش, ساحل گیسوم,100,2,4 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,"150,000"
134,85226,واحد یک خوابه تمیز حیاط دار,جدید,"500,000",گیلان,تالش, اسالم,80,1,6 ,آپارتمان ,دربست,بدون سرایدار/نگهبان,"50,000"
135,72880,کلبه سنتی در لیسار,جدید,"300,000",گیلان,تالش, شهر لیسار,20, بدون اتاق,2 ,ویلایی ,دربست,,"100,000"
136,61303,ویلا تک خوابه بزرگ داخل باغ,4.83,"600,000",گیلان,تالش, خرجگیل,120,1,8 ,ویلایی ,دربست,,"80,000"
137,31977,"اقامتگاه ""بام های سفالی تالش"" اتاق گیسوم",4.42,"800,000",گیلان,تالش, روستای شیر اباد,35, بدون اتاق,4 ,اقامتگاه بومگردی ,غیردربست,,"200,000"
138,68898,ویلا دوخوابه با امکانات رفاهی,4.5,"800,000",گیلان,تالش, اسالم,100,2,6 ,ویلایی ,غیردربست,,"50,000"
139,23530,ویلای غیردربستی ۲خوابه مجاورت پارک سورتمه ریلی سیا,4.75,"650,000",گیلان,تالش, سیاداران,80,2,4 ,ویلایی ,دربست,بدون سرایدار/نگهبان,"20,000"
140,57277,سوییت دربست نزدیک به دریاچه سراگاه,4.06,"499,000",گیلان,تالش,,50, بدون اتاق,3 ,ویلایی ,دربست,,"7,000"
141,46882,ویلای دنج مجاور رودخانه ناورود,5,"1,000,000",گیلان,تالش, گیجاو,150,1,3 ,ویلایی ,دربست,,"100,000"
142,69165,ویلای دوبلکس، دو خواب، نزدیک به دریا,4.75,"1,000,000",گیلان,تالش,,170,2,6 ,ویلایی ,دربست,,"150,000"
143,57739,اقامتگاه ساحلی مبله و تمیز (واحد6),5,"1,300,000",گیلان,تالش, گتگسر,90,2,4 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,"100,000"
144,4031,ویلای گیلان تالش,4.92,"1,800,000",گیلان,تالش,,220,4,6 ,ویلایی ,دربست,بدون سرایدار/نگهبان,"150,000"
145,72877,سوییت، کلبه سبز,جدید,"350,000",گیلان,تالش, شهر لیسار,18, بدون اتاق,2 ,ویلایی ,غیردربست,,"100,000"
146,52239,واحد مبله کاسپین، طبقه همکف در ساحل گیسوم,5,"558,000",گیلان,تالش, ساحل گیسوم,100,1,3 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,"150,000"
147,67687,ویلای تک خواب نزدیک ساحل,جدید,"500,000",گیلان,تالش, گتگسر,65,1,4 ,ویلایی ,غیردربست,,"50,000"
148,56906,مجموعه اقامتی گیلار، کلبه‌ی دوبلکس چوبی (1),4.42,"2,000,000",گیلان,تالش, گیسوم,90,1,5 ,ویلایی ,غیردربست,,
149,58416,واحد مبله دوخوابه با دسترسی مطلوب,جدید,"700,000",گیلان,تالش,,140,2,5 ,آپارتمان ,دربست,بدون سرایدار/نگهبان,"100,000"
150,56748,ویلای ساحلی مبله (نزدیک به ساحل گیسوم),5,"1,500,000",گیلان,تالش, گتگ‌سرا,120,2,6 ,ویلایی ,دربست,,"100,000"
151,66298,ویلا متین (واحد 2),4.33,"500,000",گیلان,تالش, جوکندان,115,2,4 ,ویلایی ,غیردربست,,"60,000"
152,67565,کلبه چوبی دنج با چشم‌ا‌نداز بسیار زیبا,5,"700,000",گیلان,تالش,,50,2,4 ,ویلایی ,دربست,,"50,000"
153,15499,ویلای نیمه دربست شومینه سنگی آنتیک,4.44,,گیلان,تالش,,600,3,8 ,ویلایی ,غیردربست,دارای سرایدار/نگهبان,"70,000"
154,66654,ویلای دو خوابه نزدیک ساحل,جدید,"600,000",گیلان,تالش, گتگسر,100,2,7 ,ویلایی ,غیردربست,,"50,000"
155,73561,واحد ویلایی در کیش خاله,جدید,"600,000",گیلان,تالش, پره سر,90,1,4 ,ویلایی ,غیردربست,,"100,000"
156,71915,واحد ویلایی در دل حیاطی سرسبز,جدید,"500,000",گیلان,تالش, اسالم,120,1,5 ,ویلایی ,غیردربست,,"100,000"
157,57205,مجموعه اقامتی هیرکان (واحد 1، طبقه همکف),4.5,"2,600,000",گیلان,تالش, گتگسر,130,2,4 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,"150,000"
158,87199,ویلا دنج دوخوابه با دسترسی مطلوب,جدید,,گیلان,تالش, روستای توریستی و گردشگری گتگسر,120,2,5 ,ویلایی ,دربست,,"100,000"
159,71401,واحد ویلایی تک خواب با چشم‌انداز دلربای جنگلی,جدید,"1,000,000",گیلان,تالش, مریان,150,1,3 ,ویلایی ,غیردربست,,"100,000"
160,60159,ویلا نزدیک ساحل گیسوم واحد ۲,جدید,"450,000",گیلان,تالش, گتگسر,70,1,3 ,ویلایی ,غیردربست,,"50,000"
161,71023,ویلا باغ سنتی سهیل,4.83,"1,100,000",گیلان,تالش, اسالم,120,1,6 ,ویلایی ,دربست,,"100,000"
